Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Livery,8725,ACTIVE,GMC,YUKON,2014,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,,,8725Livery
Taxi,3946,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,J & I CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,3946Taxi
Taxi,2508,FORECLOSURE,FORD,ESCAPE,2010,WHITE/STARS/STRIPES,Compressed Natural Gas,N,LIBERTY EXPRESS X INC.,2353 W. BELMONT AVE.,CHICAGO,IL,60618,American-United Cab Assn,"Chicago Taxi Medallion Management, Inc.",2508Taxi
Taxi,461,ACTIVE,FORD,ESCAPE,2013,WHITE,Gasoline,N,MCCAB XIX CORP.,2945 W. PETERSON AVE.,CHICAGO,IL,60659,Top Cab Association,Patriot Trans Inc,461Taxi
Taxi,1852,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,SVK TAXI CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,1852Taxi
Livery,7254,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,SUFI LIMO INC.,4828 N. KILDARE AVE.,CHICAGO,IL,60630,Independent1,,7254Livery
Livery,9210,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,6321 N. AVONDALE AVE.,CHICAGO,IL,60631,Independent1,,9210Livery
Taxi,6015,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/STARS/STRIPES,Flex Fuel,N,ZYLON EXPRESS INC,1834 N. DAMEN AVE.,CHICAGO,IL,60647,American-United Cab Assn,Loco Express Inc.,6015Taxi
Taxi,4035,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,M & Z TRANSPORT CORP.,1440 N. KINGSBURY ST.,CHICAGO,IL,60622,Globe Taxi Association Inc,Owner Manager,4035Taxi
Taxi,4574,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,NORTH KING CAB COMPANY,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4574Taxi
Taxi,6282,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,N,KARAM CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner Manager,6282Taxi
Taxi,4298,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,YAD CAB INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,4298Taxi
Taxi,1304,ACTIVE,SUBARU,OUTBACK,2014,WHITE/RED/STRIPES,Hybrid,N,TOWN & COUNTRY CAB INC,6762 N. SAUGANASH AVE.,CHICAGO,IL,60646,Independent1,Owner-Operator,1304Taxi
Livery,9542,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,SELIF LIMOUSINE INC,8439 W. CATHERINE AVE.,CHICAGO,IL,60656,,,9542Livery
Taxi,2857,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,FAMILY EXPRESS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2857Taxi
Taxi,3614,ACTIVE,HYUNDAI,SONATA,2012,WHITE/BLUE/STRIPES,Gasoline,N,HOLLY BULL CAB CORP,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,3614Taxi
Taxi,5244,ACTIVE,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,TERRA TAXI TWO CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",5244Taxi
Taxi,317,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,ALEXANDER'S TRANS CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,317Taxi
Taxi,3346,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,LONNY TRANSPORTATION INC.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3346Taxi
Livery,8764,RESERVED,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,OCTAVIAN GOGU,4740 N. CUMBERLAND AVE.,CHICAGO,IL,60656,,,8764Livery
Taxi,2633,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,ATHENS TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,2633Taxi
Taxi,1753,ACTIVE,FORD,ESCAPE,2011,MAROON/GOLD/STRIPES,Hybrid,N,SLSJETS IV CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,1753Taxi
Livery,9208,RESERVED,CADILLAC,ESCALADE,2012,BLACK,Gasoline,N,A1 LUXURY LIMOUSINE SERVICE INC,1 S. DEARBORN ST.,CHICAGO,IL,60603,,,9208Livery
Livery,8072,VIOLATION,LINCOLN,NAVIGATOR,2012,BLACK,Gasoline,N,UNIVERSE GROUP  INC.,4740 N. CUMBERLAND AVE.,CHICAGO,IL,60656,Independent1,,8072Livery
Taxi,4237,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,WARREN-ANN TAXICAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner Manager,4237Taxi
Taxi,3095,ACTIVE,FORD,ESCAPE,2013,WHITE,Compressed Natural Gas,N,REX 9 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",3095Taxi
Taxi,819,ACTIVE,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,819Taxi
Ambulance,872524,ACTIVE,FORD,E350,2014,WHITE,Gasoline,N,1ST RESPONSE EMS INC.,2021 S. WABASH AVE.,CHICAGO,IL,60616,,,872524Ambulance
Taxi,2947,ACTIVE,TOYOTA,PRIUS,2013,CREAM/BLUE,Hybrid,N,RESHMIC INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner-Operator,2947Taxi
Ambulance,5074,RESERVED,FORD,E350,2008,BLACK/GREEN,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5074Ambulance
Taxi,392,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,MCCAB XI CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",392Taxi
Livery,7024,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LE VALET LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,Independent1,,7024Livery
Taxi,4011,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,RIVERSIDE CAB CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",4011Taxi
Taxi,2773,ACTIVE,TOYOTA,CAMRY,2011,CREAM/BLUE,Hybrid,N,JOZI CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner Manager,2773Taxi
Taxi,3333,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,KNOWTICA CAB CO,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3333Taxi
Livery,8926,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,CHICAGOLAND VIP CLASS LIMOUSINE SERVICE INC,5332 N. DELPHIA AVE.,CHICAGO,IL,60656,Independent1,,8926Livery
Taxi,4745,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,FRONT LINE TAXI INCORPORATED,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,4745Taxi
Taxi,2522,SURRENDER,FORD,CROWN VICTORIA,2010,WHITE/BLUE,Compressed Natural Gas,N,ARYA RIDE INC.,2800 W. PETERSON ST.,CHICAGO,IL,60659,Peace Taxi Assoc Inc,Patriot Trans Inc,2522Taxi
Livery,9478,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,MANUEL A MOYA,1510 W. THOMAS ST.,CHICAGO,IL,60642,,,9478Livery
Livery,9088,INACTIVE,LINCOLN,TOWN CAR,2006,BLACK,Gasoline,N,JAMES P. SZYMCZAK,6504 N. RICHMOND AVE.,CHICAGO,IL,60645,Independent1,,9088Livery
Taxi,6169,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,N,FAT BOYS CAB CO.,630 N. FRANKLIN ST.,CHICAGO,IL,60654,Globe Taxi Association Inc,Owner Manager,6169Taxi
Livery,7969,ACTIVE,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,ADENOLA MOSHOOD,2407 W. BERWYN AVE.,CHICAGO,IL,60625,,,7969Livery
Taxi,6483,ACTIVE,TOYOTA,SCION,2012,GRAY/WHITE,Gasoline,N,"FELEGA, INC.",6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,6483Taxi
Taxi,3170,ACTIVE,TOYOTA,CAMRY,2010,ORANGE/BLUE,Hybrid,N,BROOME TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,3170Taxi
Taxi,3475,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CIVIC CORP,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,3475Taxi
Livery,7259,ACTIVE,CADILLAC,ESCALADE,2015,BLACK,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SRV #2,120 S. RIVERSIDE PLZ.,CHICAGO,IL,60606,,,7259Livery
Taxi,6954,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6954Taxi
Taxi,6120,ACTIVE,TOYOTA,PRIUS,2013,MAROON/BLUE/STRIPES,Hybrid,N,DOLCE CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,6120Taxi
Taxi,6086,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,5TH AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6086Taxi
Taxi,3211,ACTIVE,TOYOTA,CAMRY,2011,CREAM/GREEN,Hybrid,N,PARAMJIT ENTERPRISES INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner Manager,3211Taxi
Taxi,3345,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,GS CAB CO.,1917 W. FERDINAND ST.,CHICAGO,IL,60622,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3345Taxi
Taxi,1190,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO DOWNTOWN CORP,222 N. LAFLIN ST.,CHICAGO,IL,60607,City Service Taxi Association,Owner Manager,1190Taxi
Livery,7597,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,ALTMAN HINES CHAUFERED LIMOS & SEDAN INC,2340 N. TALMAN AVE.,CHICAGO,IL,60647,,,7597Livery
Livery,7673,ACTIVE,MERCEDES,R350,2012,BLACK,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SRV #2,120 S. RIVERSIDE PLZ.,CHICAGO,IL,60606,,,7673Livery
Livery,9971,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,ARK LIMO INC,6350 N. HOYNE AVE.,CHICAGO,IL,60659,,,9971Livery
Livery,9987,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,APOLLO EXECUTIVE LIMO INC.,2013 W. MORSE AVE.,CHICAGO,IL,60645,,,9987Livery
Livery,8432,INACTIVE,LINCOLN,TOWN CAR,2006,WHITE,Gasoline,N,A1 CHICAGO SUV SERVICE,1 S. DEARBORN ST.,CHICAGO,IL,60603,Independent1,,8432Livery
Taxi,6958,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6958Taxi
Taxi,5130,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,BAZZI CAB COMPANY,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,5130Taxi
Livery,7542,ACTIVE,LINCOLN,TOWN CAR,2009,SILVER,Gasoline,N,DUNDEE TRANSPORTATION LTD,321 N. CLARK ST.,CHICAGO,IL,60654,Independent1,,7542Livery
Livery,8305,ACTIVE,LINCOLN,NAVIGATOR,2012,BLACK,Gasoline,N,"LIMOUSINE OF CHICAGO I, INC",2931 N. NATOMA AVE.,CHICAGO,IL,60634,Independent1,,8305Livery
Livery,7822,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,Independent1,,7822Livery
Livery,9239,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO TRAVELLERS LIMOUSINE INC,6424 N. WASHTENAW AVE.,CHICAGO,IL,60645,Independent1,,9239Livery
Taxi,716,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,AB TAXI COMPANY,3351 W. ADDISON,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,716Taxi
Livery,9449,ACTIVE,LINCOLN,TOWN CAR,2011,WHITE,Gasoline,N,"AMERICAN DREAMS ENTERPRISE WEST, INC.",5441 N. EAST RIVER RD.,CHICAGO,IL,60656,,,9449Livery
Taxi,2197,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,BERHANE HABTEMARIAM TAXI,4554 N. BROADWAY AVE.,CHICAGO,IL,60640,Metro Jet,Owner Manager,2197Taxi
Taxi,695,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,TALAL TRANS INC,3351 W. ADDISON AVE.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner-Operator,695Taxi
Charter Sightseeing,12031,ACTIVE,FORD,F550,2010,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,29 S. LA SALLE ST.,CHICAGO,IL,60603,,,12031Charter Sightseeing
Taxi,4474,ACTIVE,TOYOTA,SCION,2012,WHITE/STARS/STRIPES,Gasoline,N,NIMA RIDE INC.,3351 W. ADDISON AVE.,CHICAGO,IL,60618,American-United Cab Assn,Peeple Trans Cab Inc,4474Taxi
Taxi,6117,ACTIVE,TOYOTA,SIENNA,2011,YELLOW,Gasoline,N,MARCUS-ROBERT INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,6117Taxi
Livery,9831,ACTIVE,LINCOLN,NAVIGATOR,2015,BLACK,Flex Fuel,N,LIMO PRO CHICAGO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9831Livery
Taxi,2914,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,JORCRA CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,5 Star Taxi Association Inc,"Chicago Medallion Management, Corp.",2914Taxi
Taxi,764,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,JZG TRANSIT CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,764Taxi
Taxi,6883,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,MOMO LLC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",6883Taxi
Taxi,2863,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,FELIX CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",2863Taxi
Taxi,6177,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,WEST END TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6177Taxi
Taxi,2953,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,ROADWAY INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,2953Taxi
Medicar,5715,RESERVED,FORD,E250,2005,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,5715Medicar
Taxi,1537,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"CHICAGO POLO V, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,1537Taxi
Livery,9119,RESERVED,LINCOLN,MKS,2014,BLACK,Gasoline,N,GERGANA TODOROVA,4740 N. CUMBERLAND AVE.,CHICAGO,IL,60656,,,9119Livery
Taxi,5898,ACTIVE,FORD,ESCAPE,2011,YELLOW,Hybrid,N,KASHAN INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5898Taxi
Medicar,6313,RESERVED,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,6313Medicar
Taxi,2083,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,MADISON TAXI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",2083Taxi
Taxi,3589,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,"HAMOU, CORP.",3351 W. ADDISON ST.,CHICAGO,IL,60618,Sun Taxi Association Inc,Owner-Operator,3589Taxi
Livery,8487,ACTIVE,CADILLAC,ESCALADE ESV,2015,BLACK,Gasoline,N,A N Z LIMO SERVICE INC,6343 N. SACRAMENTO AVE.,CHICAGO,IL,60659,Independent1,,8487Livery
Taxi,4335,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,MIKHALIA CABS FIVE INC.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",4335Taxi
Taxi,38,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,GOLDEN HORN CAB INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,38Taxi
Taxi,415,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,TAIDEEN INC,3351 W. ADDISON,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,415Taxi
Taxi,546,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,FIVE KIDS HACKING CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,546Taxi
Taxi,4240,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,NOORUDDIN B THARWANI,3203 W. BERWYN AVE.,CHICAGO,IL,60625,City Service Taxi Association,Medallion Management Corp.,4240Taxi
Taxi,141,ACTIVE,FORD,ESCAPE,2010,MAROON/BLUE/STRIPES,Hybrid,N,"LUCKY IN CHICAGO, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,141Taxi
Livery,8755,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,29 S. LA SALLE ST.,CHICAGO,IL,60603,,,8755Livery
Ambulance,5531,ACTIVE,FORD,E350,2012,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5531Ambulance
Taxi,4143,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,TWO LITTLE HAJI INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,4143Taxi
Taxi,2800,VIOLATION,TOYOTA,SCION,2011,YELLOW,Gasoline,N,AUSTIN ATLANTIC CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",2800Taxi
Livery,9680,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,MARIA T. GUERRERO,5440 S. KILDARE AVE.,CHICAGO,IL,60632,,,9680Livery
Livery,7821,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,30 S. WACKER DR.,CHICAGO,IL,60606,,,7821Livery
Taxi,1828,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE,Hybrid,N,AOA TRANS INC,2800 W. PETERSON AVE.,CHICAGO,IL,60659,Peace Taxi Assoc Inc,Patriot Trans Inc,1828Taxi
Livery,7193,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,6321 N. AVONDALE AVE.,CHICAGO,IL,60631,,,7193Livery
Taxi,310,ACTIVE,TOYOTA,SCION,2010,YELLOW,Gasoline,N,IL 10 CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,310Taxi
Taxi,2865,ACTIVE,TOYOTA,CAMRY,2015,WHITE/BLUE,Hybrid,N,2865 TAXI CAB INC.,2800 W. PETERSON AVE.,CHICAGO,IL,60659,Peace Taxi Assoc Inc,Owner-Operator,2865Taxi
Taxi,5033,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,N,LILLIAN TAXI INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",5033Taxi
Taxi,6871,ACTIVE,FORD,ESCAPE,2010,WHITE,Gasoline,N,ARIES TAXI CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",6871Taxi
Livery,8979,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,9536 W. FOSTER AVE.,CHICAGO,IL,60656,Independent1,,8979Livery
Taxi,5614,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,Z W CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,5 Star Taxi Association Inc,"Chicago Medallion Management, Corp.",5614Taxi
Livery,9888,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,LUKASZ W SAJEWICZ,4109 N. CUMBERLAND AVE.,CHICAGO,IL,60634,,,9888Livery
Livery,8906,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,29 S. LA SALLE ST.,CHICAGO,IL,60603,,,8906Livery
Livery,9549,RESERVED,LINCOLN,MKT,2013,BLACK,Gasoline,N,"MYLUXURY LIMO, INC.",500 N. MICHIGAN AVE.,CHICAGO,IL,60611,,,9549Livery
Taxi,3855,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,T-BAR TAXI LLC,724 W. WASHINGTON BLVD.,CHICAGO,IL,60661,Yellow Cab Affiliation Inc,Chicago Medallion Leasing Inc.,3855Taxi
Taxi,3691,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,MUMBAI TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,3691Taxi
Livery,7677,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,"AD ASTRA LIMO, INC.",5550 N. ELSTON AVE.,CHICAGO,IL,60630,Independent1,,7677Livery
Taxi,5321,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,ES TAXI CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"M & A Leasing, LLC",5321Taxi
Taxi,473,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,TARIFA CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,473Taxi
Taxi,1422,ACTIVE,FORD,CROWN VICTORIA,2009,SILVER,Flex Fuel,N,FLAMINGO CAB CO.,1210 W. GRANVILLE AVE.,CHICAGO,IL,60660,Service Taxi Association Inc,Owner-Operator,1422Taxi
Taxi,3409,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,BHATTI TAXI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",3409Taxi
Taxi,1195,ACTIVE,TOYOTA,PRIUS,2014,GRAY/WHITE,Hybrid,N,JERRY & SEBLE CAB COMPANY,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Choice Taxi Association,1195Taxi
Taxi,888,ACTIVE,TOYOTA,PRIUS,2012,WHITE/BLUE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP IV,2800 W. PETERSON AVE.,CHICAGO,IL,60659,Peace Taxi Assoc Inc,Patriot Trans Inc,888Taxi
Taxi,374,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,GALA CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,374Taxi
Taxi,469,ACTIVE,VPG,MV-1,2012,MAROON/GOLD/STRIPES,Compressed Natural Gas,Y,CHICAGO SEVEN INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,469Taxi
Taxi,2961,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,GREY GOOSE CAB CO.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",2961Taxi
Taxi,3369,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CASABLANCA CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,3369Taxi
